,Category,Guidelines,Priority,Count,Line,Description,Detail,Help,URL,Target URL,Reference,Source,Index,Status,Date_Found,Date_Fixed
19,Accessibility,WCAG 2.1 A 4.1.1 Section 508 (2017) A 4.1.1 ,1,5,61 70 61 79 61 ,Duplicate id - the same ID is used on more than one element., id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown,,https://testamis.nhlbi.nih.gov/index.php/request_blood,,https://www.w3.org/TR/2008/REC-WCAG20-20081211/#ensure-compat-parses https://www.w3.org/TR/2008/REC-WCAG20-20081211/#ensure-compat-parses ,2,67,Fixed,N/A,04/01/2021
20,Compatibility,iPhone/iPad ≤ 5 ,1,1,235 ,input type=file is not supported on iOS 5 and earlier.,,The iPhone and iPad have no file system available to the user.,https://testamis.nhlbi.nih.gov/index.php/attachments_for_multiple_animals,,https://developer.apple.com/library/ios/documentation/AppleApplications/Reference/SafariWebContent/CreatingContentforSafarioniPhone/CreatingContentforSafarioniPhone.html#//apple_ref/doc/uid/TP40006482-SW21 ,2,68,Fixed,N/A,04/01/2021
21,Errors,Broken Link  ,1,1,490 ,This link is broken. The src or href is an empty string.,Link: URL is empty.,"href='' or src='' can cause unexpected effects such as traffic spikes or cookie corruption, and causes JavaScript error events to fire on Firefox.",https://testamis.nhlbi.nih.gov/index.php/request_blood,, ,2,69,Fixed,N/A,04/01/2021
22,Search,Google  Bing  ,1,1,1 ,"Offer an HTML site map to your users with links that point to the important parts of your site. Links embedded in menus, list boxes, and similar elements are not accessible to web crawlers unless they appear in your site map. If the site map is larger than 100 or so links, you may want to break the site map into separate pages.",,,https://testamis.nhlbi.nih.gov/index.php/animal/search_animal,,https://www.google.com/webmasters/guidelines.html https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a ,2,70,Fixed,N/A,04/01/2021
23,Search,Google  Bing  ,1,1,1 ,Google and Bing recommend using an XML sitemap to increase coverage of your web pages by search engines.,Sitemap not found at https://testamis.nhlbi.nih.gov/sitemap.xml.,"Once you've created and uploaded your sitemap, add the location to your robots.txt file, and make sure you use a full URL (e.g. use `http://www.example.com/sitemap.xml` and not `www.example.com/sitemap.xml` or `/sitemap.xml`).",https://testamis.nhlbi.nih.gov/sitemap.xml,,https://support.google.com/webmasters/answer/183668 https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a ,2,71,Fixed,N/A,04/01/2021
24,Standards,CSS Validation  ,1,3,642 668 680 ,CSS Validation Error.,,,https://testamis.nhlbi.nih.gov/assets/css/style.css?1615316642,, ,2,72,Fixed,N/A,04/01/2021
25,Standards,CSS Validation  ,1,3,642 668 680 ,The CSS at-rule syntax is wrong., @media @media @media,At rule names: Must not have any spaces between @ and the rule name Must not start with a digit Must not start with a dash followed by a digit,https://testamis.nhlbi.nih.gov/assets/css/style.css?1615316642,, ,2,73,Fixed,N/A,04/01/2021
26,Standards,HTML5  ,1,3,282 318 320 ,The width attribute on the th element is obsolete. Use CSS instead.,,,https://testamis.nhlbi.nih.gov/index.php/attachments_for_multiple_animals,,https://www.w3.org/TR/html5-diff/#obsolete-elements ,2,74,Fixed,N/A,04/01/2021
27,Standards,HTML5  ,1,3,308 342 343 ,The width attribute on the th element is obsolete. Use CSS instead.,,,https://testamis.nhlbi.nih.gov/index.php/add_multiple_animals,,https://www.w3.org/TR/html5-diff/#obsolete-elements ,2,75,Fixed,N/A,04/01/2021
28,Standards,HTML5  ,1,3,400 435 437 ,The width attribute on the th element is obsolete. Use CSS instead.,,,https://testamis.nhlbi.nih.gov/index.php/request_blood,,https://www.w3.org/TR/html5-diff/#obsolete-elements ,2,76,Fixed,N/A,04/01/2021
29,Standards,HTML5  ,1,1,187 ,The select element cannot have more than one selected option element descendant unless the multiple attribute is specified.,,,https://testamis.nhlbi.nih.gov/index.php/add_multiple_animals,,https://www.w3.org/TR/html5/ ,2,77,Fixed,N/A,04/01/2021
30,Standards,HTML5  ,1,5,243 251 261 268 279 ,The value of the for attribute of the label element must be the ID of a non-hidden form control.,,,https://testamis.nhlbi.nih.gov/index.php/request_blood,,https://www.w3.org/TR/html5/ ,2,78,Fixed,N/A,04/01/2021
31,Standards,HTML5  ,1,1,90 ,Element a not allowed as child element in this context.,,,https://testamis.nhlbi.nih.gov/index.php/animal/search_animal,,https://www.w3.org/TR/html5/ ,2,79,Fixed,N/A,04/01/2021
32,Standards,HTML5  ,1,1,95 ,Element a not allowed as child element in this context.,,,https://testamis.nhlbi.nih.gov/index.php/newAnimal,,https://www.w3.org/TR/html5/ ,2,80,Fixed,N/A,04/01/2021
33,Standards,HTML5  ,1,1,89 ,Element a not allowed as child element in this context.,,,https://testamis.nhlbi.nih.gov/index.php/reports,,https://www.w3.org/TR/html5/ ,2,81,Fixed,N/A,04/01/2021
34,Standards,HTML5  ,1,1,91 ,Element a not allowed as child element in this context.,,,https://testamis.nhlbi.nih.gov/index.php/attachments_for_multiple_animals,,https://www.w3.org/TR/html5/ ,2,82,Fixed,N/A,04/01/2021
35,Standards,HTML5  ,1,1,91 ,Element a not allowed as child element in this context.,,,https://testamis.nhlbi.nih.gov/index.php/add_multiple_animals,,https://www.w3.org/TR/html5/ ,2,83,Fixed,N/A,04/01/2021
36,Standards,HTML5  ,1,1,92 ,Element a not allowed as child element in this context.,,,https://testamis.nhlbi.nih.gov/index.php/request_blood,,https://www.w3.org/TR/html5/ ,2,84,Fixed,N/A,04/01/2021
37,Standards,HTML5  ,1,5,595 595 595 595 595 ,Duplicate attribute onchange.,,,https://testamis.nhlbi.nih.gov/index.php/request_blood,,https://www.w3.org/TR/html5/ ,2,85,Fixed,N/A,04/01/2021
38,Standards,HTML5  ,1,1,315 ,Duplicate attribute style.,,,https://testamis.nhlbi.nih.gov/index.php/attachments_for_multiple_animals,,https://www.w3.org/TR/html5/ ,2,86,Fixed,N/A,04/01/2021
39,Standards,HTML5  ,1,1,432 ,Duplicate attribute style.,,,https://testamis.nhlbi.nih.gov/index.php/request_blood,,https://www.w3.org/TR/html5/ ,2,87,Fixed,N/A,04/01/2021
40,Standards,HTML5  ,1,5,59 68 59 77 59 ,Duplicate id - the same ID is used on more than one element., id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown,,https://testamis.nhlbi.nih.gov/index.php/animal/search_animal,,https://www.w3.org/TR/html5/ ,2,88,Fixed,N/A,04/01/2021
41,Standards,HTML5  ,1,5,64 73 64 82 64 ,Duplicate id - the same ID is used on more than one element., id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown,,https://testamis.nhlbi.nih.gov/index.php/newAnimal,,https://www.w3.org/TR/html5/ ,2,89,Fixed,N/A,04/01/2021
42,Standards,HTML5  ,1,5,58 67 58 76 58 ,Duplicate id - the same ID is used on more than one element., id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown,,https://testamis.nhlbi.nih.gov/index.php/reports,,https://www.w3.org/TR/html5/ ,2,90,Fixed,N/A,04/01/2021
43,Standards,HTML5  ,1,5,60 69 60 78 60 ,Duplicate id - the same ID is used on more than one element., id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown,,https://testamis.nhlbi.nih.gov/index.php/attachments_for_multiple_animals,,https://www.w3.org/TR/html5/ ,2,91,Fixed,N/A,04/01/2021
44,Standards,HTML5  ,1,5,60 69 60 78 60 ,Duplicate id - the same ID is used on more than one element., id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown,,https://testamis.nhlbi.nih.gov/index.php/add_multiple_animals,,https://www.w3.org/TR/html5/ ,2,92,Fixed,N/A,04/01/2021
45,Standards,HTML5  ,1,5,61 70 61 79 61 ,Duplicate id - the same ID is used on more than one element., id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown,,https://testamis.nhlbi.nih.gov/index.php/request_blood,,https://www.w3.org/TR/html5/ ,2,93,Fixed,N/A,04/01/2021
46,Standards,HTML5  ,1,1,440 ,"End tag for body seen, but there were unclosed elements.",,,https://testamis.nhlbi.nih.gov/index.php/attachments_for_multiple_animals,,https://www.w3.org/TR/html5/ ,2,94,Fixed,N/A,04/01/2021
47,Standards,HTML5  ,1,2,345 440 ,Unclosed element div.,,,https://testamis.nhlbi.nih.gov/index.php/attachments_for_multiple_animals,,https://www.w3.org/TR/html5/ ,2,95,Fixed,N/A,04/01/2021
48,Standards,HTML5  ,1,1,156 ,Unclosed element ul.,,,https://testamis.nhlbi.nih.gov/index.php/attachments_for_multiple_animals,,https://www.w3.org/TR/html5/ ,2,96,Fixed,N/A,04/01/2021
49,Standards,HTML5  ,1,1,186 ,Unclosed element ul.,,,https://testamis.nhlbi.nih.gov/index.php/request_blood,,https://www.w3.org/TR/html5/ ,2,97,Fixed,N/A,04/01/2021
50,Standards,HTML5  ,1,1,120 ,Saw <?. Probable cause: Attempt to use an XML processing instruction in HTML. (XML processing instructions are not supported in HTML.),,,https://testamis.nhlbi.nih.gov/index.php/animal/search_animal,,https://www.w3.org/TR/html5/ ,2,98,Fixed,N/A,04/01/2021
51,Standards,HTML5  ,1,1,125 ,Saw <?. Probable cause: Attempt to use an XML processing instruction in HTML. (XML processing instructions are not supported in HTML.),,,https://testamis.nhlbi.nih.gov/index.php/newAnimal,,https://www.w3.org/TR/html5/ ,2,99,Fixed,N/A,04/01/2021
52,Standards,HTML5  ,1,1,119 ,Saw <?. Probable cause: Attempt to use an XML processing instruction in HTML. (XML processing instructions are not supported in HTML.),,,https://testamis.nhlbi.nih.gov/index.php/reports,,https://www.w3.org/TR/html5/ ,2,100,Fixed,N/A,04/01/2021
53,Standards,HTML5  ,1,1,121 ,Saw <?. Probable cause: Attempt to use an XML processing instruction in HTML. (XML processing instructions are not supported in HTML.),,,https://testamis.nhlbi.nih.gov/index.php/attachments_for_multiple_animals,,https://www.w3.org/TR/html5/ ,2,101,Fixed,N/A,04/01/2021
54,Standards,HTML5  ,1,1,121 ,Saw <?. Probable cause: Attempt to use an XML processing instruction in HTML. (XML processing instructions are not supported in HTML.),,,https://testamis.nhlbi.nih.gov/index.php/add_multiple_animals,,https://www.w3.org/TR/html5/ ,2,102,Fixed,N/A,04/01/2021
55,Standards,HTML5  ,1,1,122 ,Saw <?. Probable cause: Attempt to use an XML processing instruction in HTML. (XML processing instructions are not supported in HTML.),,,https://testamis.nhlbi.nih.gov/index.php/request_blood,,https://www.w3.org/TR/html5/ ,2,103,Fixed,N/A,04/01/2021
56,Standards,HTML5  ,1,1,155 ,Self-closing syntax (/>) used on a non-void HTML element. Ignoring the slash and treating as a start tag.,,,https://testamis.nhlbi.nih.gov/index.php/attachments_for_multiple_animals,,https://www.w3.org/TR/html5/ ,2,104,Fixed,N/A,04/01/2021
57,Standards,HTML5  ,1,1,185 ,Self-closing syntax (/>) used on a non-void HTML element. Ignoring the slash and treating as a start tag.,,,https://testamis.nhlbi.nih.gov/index.php/request_blood,,https://www.w3.org/TR/html5/ ,2,105,Fixed,N/A,04/01/2021
58,Standards,HTML5  ,1,1,603 ,th start tag in table body.,,,https://testamis.nhlbi.nih.gov/index.php/request_blood,,https://www.w3.org/TR/html5/ ,2,106,Fixed,N/A,04/01/2021
59,Standards,HTML5  ,1,4,198 198 198 198 ,Stray end tag optopn.,,,https://testamis.nhlbi.nih.gov/index.php/add_multiple_animals,,https://www.w3.org/TR/html5/ ,2,107,Fixed,N/A,04/01/2021
60,Standards,HTML5  ,1,5,595 595 595 595 595 ,Stray start tag td.,,,https://testamis.nhlbi.nih.gov/index.php/request_blood,,https://www.w3.org/TR/html5/ ,2,108,Fixed,N/A,04/01/2021
61,Standards,HTML5  ,1,1,156 ,"End tag div seen, but there were open elements.",,,https://testamis.nhlbi.nih.gov/index.php/attachments_for_multiple_animals,,https://www.w3.org/TR/html5/ ,2,109,Fixed,N/A,04/01/2021
62,Standards,HTML5  ,1,1,186 ,"End tag div seen, but there were open elements.",,,https://testamis.nhlbi.nih.gov/index.php/request_blood,,https://www.w3.org/TR/html5/ ,2,110,Fixed,N/A,04/01/2021
63,Standards,HTML5  ,1,1,345 ,"End tag form seen, but there were open elements.",,,https://testamis.nhlbi.nih.gov/index.php/attachments_for_multiple_animals,,https://www.w3.org/TR/html5/ ,2,111,Fixed,N/A,04/01/2021
